ID,Age_Group,Gender,Employment,Income,Education,Cafe_Frequency,Reading_Frequency,Visit_Reason,Coffee_Preferences,Food_Preferences,Favorite_Genres,Avg_Spend_AED,Total_Spend_AED,Willing_Pay_Membership,Consider_Membership,Visit_Likelihood,Will_Recommend
504,35-44,Female,Homemaker,"35,001 - 50,000",Other,Once a week,Monthly reader (few times a month),Ambiance and interior design,"Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Hot Chocolate|Tea (Black, Green, Herbal)",Salads|Sandwiches/Wraps|Vegan/Healthy options,Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Religious/Spiritual,60,84,223,Maybe,Probably won't visit,Probably not
505,18-24,Female,Full-time employed,"20,001 - 35,000",Bachelor's Degree,Once a week,Regular reader (3-5 times per week),"Coffee/beverages quality|Relaxation and ""me-time""","Cold Brew/Iced Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)","No food, just beverages|Pastries (croissants, muffins)|Salads|Vegan/Healthy options",Children's/Young Adult|Comics/Graphic Novels|Non-Fiction - Science/Technology|Poetry,31,54,270,"Yes, depending on price",Probably will visit,Definitely yes
506,35-44,Female,Part-time employed,"5,000 - 10,000",Bachelor's Degree,2-3 times per week,Monthly reader (few times a month),"Ambiance and interior design|Relaxation and ""me-time""","Arabic/Turkish Coffee|Filter/Drip Coffee|Non-caffeinated beverages only|Tea (Black, Green, Herbal)",Breakfast items|Sandwiches/Wraps|Vegan/Healthy options,Children's/Young Adult|Non-Fiction - Biography/Memoir|Poetry,25,37,152,Maybe,Might visit,Probably not
507,18-24,Female,Student,"5,000 - 10,000",Diploma/Vocational Training,2-3 times per month,Occasional reader (1-2 times per week),Free WiFi,"Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Fresh Juices/Smoothies|Tea (Black, Green, Herbal)","Light snacks (cookies, biscuits)|Salads",Children's/Young Adult|Fiction - Mystery/Thriller|Poetry,30,44,123,Maybe,Definitely will visit,Definitely yes
508,25-34,Prefer not to say,Part-time employed,"35,001 - 50,000",Bachelor's Degree,Once a week,Occasional reader (1-2 times per week),Ambiance and interior design,"Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies",International cuisine options|Salads,Comics/Graphic Novels|Fiction - Contemporary/Romance|Non-Fiction - History/Politics,49,107,330,"Yes, depending on price",Definitely will visit,Probably yes
509,18-24,Female,Student,"5,000 - 10,000",Bachelor's Degree,2-3 times per week,Daily reader (read every day),Location convenience|Work/study in a different environment,Fresh Juices/Smoothies|Hot Chocolate,"Light snacks (cookies, biscuits)|Pastries (croissants, muffins)",Comics/Graphic Novels|Fiction - Contemporary/Romance|Fiction - Literary|Other|Poetry,28,33,140,"Yes, definitely",Probably won't visit,Definitely not
510,25-34,Male,Full-time employed,"Above 75,000",Master's Degree,Once a week,Monthly reader (few times a month),Coffee/beverages quality|Social meetings with friends/colleagues,Cold Brew/Iced Coffee|Hot Chocolate|Non-caffeinated beverages only,"Desserts (cakes, brownies)|No food, just beverages",Children's/Young Adult|Poetry,101,162,366,"Yes, depending on price",Probably will visit,Probably yes
511,25-34,Female,Self-employed/Business owner,"20,001 - 35,000",High School or below,Rarely/Never,Rare reader (few times a year),Business meetings|Work/study in a different environment,Cold Brew/Iced Coffee|Filter/Drip Coffee,Breakfast items|Traditional Arabic sweets,Children's/Young Adult|Fiction - Science Fiction/Fantasy,40,69,0,Probably not,Probably will visit,Definitely yes
512,25-34,Male,Homemaker,"5,000 - 10,000",High School or below,Rarely/Never,Occasional reader (1-2 times per week),Coffee/beverages quality,"Arabic/Turkish Coffee|Hot Chocolate|Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)|Traditional Arabic sweets",Comics/Graphic Novels|Fiction - Contemporary/Romance|Non-Fiction - Biography/Memoir|Poetry,30,58,199,"Yes, definitely",Definitely will visit,Definitely yes
513,45-54,Female,Self-employed/Business owner,"35,001 - 50,000",Bachelor's Degree,Once a week,Daily reader (read every day),Social meetings with friends/colleagues|Work/study in a different environment,"Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate","Light snacks (cookies, biscuits)|No food, just beverages|Salads|Vegan/Healthy options",Fiction - Contemporary/Romance|Fiction - Science Fiction/Fantasy|Non-Fiction - Biography/Memoir|Non-Fiction - History/Politics|Religious/Spiritual,49,99,0,Probably not,Probably will visit,Probably yes
514,25-34,Male,Full-time employed,"35,001 - 50,000",Master's Degree,2-3 times per week,Daily reader (read every day),Coffee/beverages quality,"Flavored Coffee (Vanilla, Caramel, Hazelnut)|Tea (Black, Green, Herbal)",Breakfast items|International cuisine options|Salads|Vegan/Healthy options,Comics/Graphic Novels|Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy,40,77,0,Probably not,Definitely will visit,Definitely yes
515,45-54,Male,Full-time employed,"10,001 - 20,000",Doctorate/PhD,4-6 times per week,Monthly reader (few times a month),Location convenience,"Filter/Drip Coffee|Tea (Black, Green, Herbal)","Pastries (croissants, muffins)|Sandwiches/Wraps",Fiction - Mystery/Thriller|Non-Fiction - Science/Technology,29,42,0,Probably not,Definitely will visit,Definitely yes
516,45-54,Female,Unemployed,"5,000 - 10,000",Bachelor's Degree,Rarely/Never,Occasional reader (1-2 times per week),Location convenience,Cold Brew/Iced Coffee|Filter/Drip Coffee,"Desserts (cakes, brownies)|Salads|Sandwiches/Wraps|Vegan/Healthy options",Fiction - Science Fiction/Fantasy|Non-Fiction - History/Politics,23,35,0,Definitely not,Probably will visit,Definitely yes
517,25-34,Male,Student,"5,000 - 10,000",Other,4-6 times per week,Occasional reader (1-2 times per week),Free WiFi,"Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)",Salads|Sandwiches/Wraps|Traditional Arabic sweets|Vegan/Healthy options,Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Science Fiction/Fantasy|Poetry,19,36,0,Probably not,Definitely will visit,Probably yes
518,18-24,Female,Self-employed/Business owner,"Less than 5,000",Diploma/Vocational Training,2-3 times per week,Regular reader (3-5 times per week),Coffee/beverages quality,"Arabic/Turkish Coffee|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","No food, just beverages|Salads|Sandwiches/Wraps|Traditional Arabic sweets",Fiction - Literary|Non-Fiction - Business/Self-Help,17,26,139,Maybe,Probably will visit,Maybe
519,18-24,Female,Part-time employed,"Less than 5,000",Bachelor's Degree,Once a month,Regular reader (3-5 times per week),"Coffee/beverages quality|Relaxation and ""me-time""","Arabic/Turkish Coffee|Tea (Black, Green, Herbal)","No food, just beverages|Salads|Traditional Arabic sweets",Children's/Young Adult|Fiction - Mystery/Thriller,16,20,101,"Yes, definitely",Probably won't visit,Probably not
520,35-44,Female,Full-time employed,"50,001 - 75,000",Diploma/Vocational Training,Once a month,Monthly reader (few times a month),Social meetings with friends/colleagues,"Espresso-based (Cappuccino, Latte, Americano)|Non-caffeinated beverages only|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",Sandwiches/Wraps|Traditional Arabic sweets,Non-Fiction - Business/Self-Help|Non-Fiction - Science/Technology,66,147,0,Probably not,Definitely will visit,Definitely yes
521,55+,Female,Full-time employed,"35,001 - 50,000",Doctorate/PhD,Daily,Regular reader (3-5 times per week),Social meetings with friends/colleagues,Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Fresh Juices/Smoothies|Non-caffeinated beverages only,"Desserts (cakes, brownies)|Vegan/Healthy options",Children's/Young Adult|Non-Fiction - Biography/Memoir,60,120,252,"Yes, depending on price",Definitely will visit,Definitely yes
522,25-34,Prefer not to say,Full-time employed,"20,001 - 35,000",Bachelor's Degree,Once a week,Daily reader (read every day),Ambiance and interior design|Food quality,"Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Non-caffeinated beverages only",International cuisine options|Sandwiches/Wraps|Vegan/Healthy options,Comics/Graphic Novels|Non-Fiction - Biography/Memoir|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Religious/Spiritual,37,80,312,"Yes, depending on price",Definitely will visit,Maybe
523,35-44,Female,Full-time employed,"35,001 - 50,000",Diploma/Vocational Training,2-3 times per month,Rare reader (few times a year),Food quality|Work/study in a different environment,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)","Desserts (cakes, brownies)|International cuisine options",Non-Fiction - History/Politics,60,135,305,Maybe,Probably will visit,Probably yes
524,45-54,Female,Part-time employed,"5,000 - 10,000",Bachelor's Degree,Once a week,Occasional reader (1-2 times per week),Ambiance and interior design,"Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Fresh Juices/Smoothies","Breakfast items|International cuisine options|Pastries (croissants, muffins)",Children's/Young Adult|Comics/Graphic Novels|Fiction - Literary|Non-Fiction - Biography/Memoir|Non-Fiction - Science/Technology,24,45,0,Probably not,Definitely will visit,Definitely yes
525,35-44,Female,Full-time employed,"50,001 - 75,000",High School or below,Daily,Rare reader (few times a year),Free WiFi,"Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Fresh Juices/Smoothies|Tea (Black, Green, Herbal)","International cuisine options|Light snacks (cookies, biscuits)|Salads|Sandwiches/Wraps",Comics/Graphic Novels,59,111,447,Maybe,Definitely will visit,Probably yes
526,45-54,Male,Homemaker,Prefer not to say,High School or below,Once a week,Daily reader (read every day),"Business meetings|Relaxation and ""me-time""","Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate","Breakfast items|No food, just beverages|Sandwiches/Wraps",Fiction - Contemporary/Romance|Non-Fiction - Biography/Memoir|Non-Fiction - History/Politics|Other|Poetry,32,64,164,"Yes, definitely",Might visit,Probably yes
527,55+,Female,Full-time employed,"20,001 - 35,000",Diploma/Vocational Training,2-3 times per month,Regular reader (3-5 times per week),Coffee/beverages quality,"Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)","Light snacks (cookies, biscuits)|Vegan/Healthy options",Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Literary|Non-Fiction - History/Politics|Non-Fiction - Science/Technology,37,67,200,Maybe,Probably will visit,Maybe
528,25-34,Female,Full-time employed,"5,000 - 10,000",Doctorate/PhD,2-3 times per month,Daily reader (read every day),Free WiFi,"Cold Brew/Iced Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)","Breakfast items|Desserts (cakes, brownies)|Salads",Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Science Fiction/Fantasy|Other,21,25,183,"Yes, depending on price",Probably will visit,Definitely yes
529,18-24,Male,Student,"Less than 5,000",Bachelor's Degree,2-3 times per month,Monthly reader (few times a month),Free WiFi|Work/study in a different environment,"Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate|Non-caffeinated beverages only","Breakfast items|Light snacks (cookies, biscuits)|Pastries (croissants, muffins)|Sandwiches/Wraps",Comics/Graphic Novels|Fiction - Science Fiction/Fantasy|Non-Fiction - Biography/Memoir|Non-Fiction - Science/Technology|Religious/Spiritual,13,20,187,Maybe,Probably will visit,Definitely yes
530,25-34,Male,Homemaker,"20,001 - 35,000",Other,2-3 times per week,Monthly reader (few times a month),Business meetings,"Filter/Drip Coffee|Fresh Juices/Smoothies|Hot Chocolate|Tea (Black, Green, Herbal)","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)|Traditional Arabic sweets",Non-Fiction - Business/Self-Help|Poetry,31,58,188,"Yes, depending on price",Definitely will visit,Definitely yes
531,18-24,Female,Student,"5,000 - 10,000",Master's Degree,Once a month,Daily reader (read every day),Free WiFi,"Flavored Coffee (Vanilla, Caramel, Hazelnut)|Non-caffeinated beverages only|Specialty Coffee (Flat White, Cortado, Macchiato)","Breakfast items|Desserts (cakes, brownies)",Fiction - Contemporary/Romance|Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - History/Politics|Religious/Spiritual,23,38,0,Definitely not,Definitely will visit,Definitely yes
532,35-44,Male,Full-time employed,"50,001 - 75,000",Master's Degree,2-3 times per week,Occasional reader (1-2 times per week),"Coffee/beverages quality|Relaxation and ""me-time""","Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Hot Chocolate|Non-caffeinated beverages only",Breakfast items|Salads|Sandwiches/Wraps|Vegan/Healthy options,Fiction - Contemporary/Romance|Poetry,80,174,282,"Yes, definitely",Might visit,Maybe
533,35-44,Male,Full-time employed,"35,001 - 50,000",Bachelor's Degree,Rarely/Never,Monthly reader (few times a month),"Coffee/beverages quality|Relaxation and ""me-time""",Fresh Juices/Smoothies|Non-caffeinated beverages only,"International cuisine options|No food, just beverages|Traditional Arabic sweets",Comics/Graphic Novels|Non-Fiction - Business/Self-Help|Religious/Spiritual,41,66,345,Maybe,Definitely will visit,Definitely yes
534,25-34,Male,Full-time employed,"35,001 - 50,000",Master's Degree,2-3 times per month,Regular reader (3-5 times per week),Work/study in a different environment,Cold Brew/Iced Coffee|Filter/Drip Coffee|Hot Chocolate,Salads|Vegan/Healthy options,Fiction - Contemporary/Romance|Non-Fiction - Business/Self-Help|Non-Fiction - Science/Technology|Poetry|Religious/Spiritual,33,57,0,Definitely not,Might visit,Maybe
535,35-44,Female,Homemaker,"35,001 - 50,000",Other,2-3 times per week,Occasional reader (1-2 times per week),"Relaxation and ""me-time""|Social meetings with friends/colleagues","Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies|Non-caffeinated beverages only",International cuisine options|Salads|Traditional Arabic sweets,Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - Business/Self-Help,34,69,323,"Yes, depending on price",Might visit,Probably yes
536,45-54,Female,Homemaker,"5,000 - 10,000",Bachelor's Degree,4-6 times per week,Non-reader,"Food quality|Relaxation and ""me-time""","Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)",Unknown,25,46,0,Definitely not,Probably will visit,Probably yes
537,25-34,Male,Self-employed/Business owner,"50,001 - 75,000",Master's Degree,2-3 times per month,Daily reader (read every day),Work/study in a different environment,"Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)","Breakfast items|Desserts (cakes, brownies)|Salads|Vegan/Healthy options",Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Other,44,99,0,Probably not,Definitely will visit,Definitely yes
538,35-44,Male,Homemaker,"10,001 - 20,000",Master's Degree,Once a month,Regular reader (3-5 times per week),Ambiance and interior design,"Espresso-based (Cappuccino, Latte, Americano)|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",International cuisine options|Salads,Fiction - Literary|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology,35,70,187,Maybe,Definitely will visit,Maybe
539,35-44,Female,Homemaker,"20,001 - 35,000",Other,Once a week,Monthly reader (few times a month),Work/study in a different environment,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","Light snacks (cookies, biscuits)|No food, just beverages|Traditional Arabic sweets|Vegan/Healthy options",Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Other,41,75,327,"Yes, depending on price",Definitely will visit,Definitely yes
